id,name,sell,process,stats,obtained_monster,obtained_map,type,image_paths
4746,5th Anniv Bow V,175 Spina,87 Wood,Base ATK: 166; DEX %: 7; Accuracy %: 30; Critical Damage: 14; Long Range Damage %: 7; Base Stability %: 60; Anticipate %: 11; Reduce Dmg (Bullet) %: 2; Attack Range (m): 10,,[NPC] Blacksmith : Zaldo; Sofya City: Blacksmith,Bow,"['appearance/bow/5th anniv bow v_male', 'appearance/bow/5th anniv bow v_female']"
4747,5th Anniv Bowgun V,175 Spina,87 Wood,Base ATK: 221; DEX %: 7; ATK %: 7; Physical Pierce %: 16; ASPD: 1000; Base Stability %: 50; Absolute Accuracy %: 10; Reduce Dmg (Bowling) %: 2; Attack Range (m): 8,,[NPC] Blacksmith : Zaldo; Sofya City: Blacksmith,Bowgun,"['appearance/bowgun/5th anniv bowgun v_male', 'appearance/bowgun/5th anniv bowgun v_female']"
4748,5th Anniv Staff V,175 Spina,87 Wood,Base ATK: 277; INT %: 7; MaxMP: 600; MATK %: 7; Physical Resistance %: 30; CSPD %: 40; Base Stability %: 60; Reduce Dmg (Bullet) %: 2,,[NPC] Blacksmith : Zaldo; Sofya City: Blacksmith,Staff,"['appearance/staff/5th anniv staff v_male', 'appearance/staff/5th anniv staff v_female']"
4749,5th Anniv Wings V,175 Spina,87 Mana,Base ATK: 138; INT %: 7; MATK %: 7; Magic Pierce %: 16; CSPD: 1000; Ailment Resistance %: 2; Base Stability %: 70; Additional Magic %: 120,,[NPC] Blacksmith : Zaldo; Sofya City: Blacksmith,Magic Device,"['appearance/magic device/5th anniv wings v_male', 'appearance/magic device/5th anniv wings v_female']"
4750,5th Anniv Knuckles V,175 Spina,87 Metal,Base ATK: 193; AGI %: 7; MaxHP: 3000; Dodge %: 24; Short Range Damage %: 7; Base Stability %: 90; Reduce Dmg (Floor) %: 2; Absolute Dodge %: 10,,[NPC] Blacksmith : Zaldo; Sofya City: Blacksmith,Knuckles,"['appearance/knuckles/5th anniv knuckles v_male', 'appearance/knuckles/5th anniv knuckles v_female']"
4751,5th Anniv Halberd V,175 Spina,87 Metal,Base ATK: 443; AGI %: 7; ATK %: 7; Stability %: 15; Accuracy %: 13; Attack MP Recovery: 16; Base Stability %: 60; Reduce Dmg (Meteor) %: 2,,[NPC] Blacksmith : Zaldo; Sofya City: Blacksmith,Halberd,"['appearance/halberd/5th anniv halberd v_male', 'appearance/halberd/5th anniv halberd v_female']"
4752,5th Anniv Katana V,175 Spina,87 Metal,Base ATK: 110; DEX %: 7; Physical Pierce %: 15; Critical Rate: 24; Short Range Damage %: 7; Base Stability %: 70; Unsheathe Attack %: 12; Reduce Dmg (Bowling) %: 2,,[NPC] Blacksmith : Zaldo; Sofya City: Blacksmith,Katana,"['appearance/katana/5th anniv katana v_male', 'appearance/katana/5th anniv katana v_female']"
4753,5th Anniv Shield V,175 Spina,87 Metal,Base DEF: 54; MaxHP %: 9; Physical Resistance %: 9; Magic Resistance %: 9; Guard Power %: 39; Guard Recharge %: 14; Fractional Barrier %: 15,,[NPC] Blacksmith : Zaldo; Sofya City: Blacksmith,Shield,"['appearance/shield/5th anniv shield v_male', 'appearance/shield/5th anniv shield v_female']"
4754,5th Anniv Sword VI,185 Spina,92 Metal,Base ATK: 301; STR %: 7; ATK %: 7; Magic Resistance %: 30; Critical Rate: 13; Attack MP Recovery: 14; Base Stability %: 80; Reduce Dmg (Floor) %: 4,,[NPC] Blacksmith : Zaldo; Sofya City: Blacksmith,1 Handed Sword,"['appearance/1 handed sword/5th anniv sword vi_male', 'appearance/1 handed sword/5th anniv sword vi_female']"
4755,5th Anniv Greatsword VI,185 Spina,92 Metal,Base ATK: 451; STR %: 7; Critical Rate: 25; Guard Power %: 13; Short Range Damage %: 7; Base Stability %: 70; Guard Break %: 14; Reduce Dmg (Meteor) %: 4,,[NPC] Blacksmith : Zaldo; Sofya City: Blacksmith,2 Handed Sword,"['appearance/2 handed sword/5th anniv greatsword vi_male', 'appearance/2 handed sword/5th anniv greatsword vi_female']"
4756,5th Anniv Bow VI,185 Spina,92 Wood,Base ATK: 180; DEX %: 7; Accuracy %: 30; Critical Damage: 14; Long Range Damage %: 7; Base Stability %: 60; Anticipate %: 13; Reduce Dmg (Bullet) %: 4; Attack Range (m): 10,,[NPC] Blacksmith : Zaldo; Sofya City: Blacksmith,Bow,"['appearance/bow/5th anniv bow vi_male', 'appearance/bow/5th anniv bow vi_female']"
4757,5th Anniv Bowgun VI,185 Spina,92 Wood,Base ATK: 240; DEX %: 7; ATK %: 7; Physical Pierce %: 18; ASPD: 1000; Base Stability %: 50; Absolute Accuracy %: 12; Reduce Dmg (Bowling) %: 4; Attack Range (m): 8,,[NPC] Blacksmith : Zaldo; Sofya City: Blacksmith,Bowgun,"['appearance/bowgun/5th anniv bowgun vi_male', 'appearance/bowgun/5th anniv bowgun vi_female']"
4758,5th Anniv Staff VI,185 Spina,92 Wood,Base ATK: 301; INT %: 7; MaxMP: 650; MATK %: 7; Physical Resistance %: 30; CSPD %: 45; Base Stability %: 60; Reduce Dmg (Bullet) %: 4,,[NPC] Blacksmith : Zaldo; Sofya City: Blacksmith,Staff,"['appearance/staff/5th anniv staff vi_male', 'appearance/staff/5th anniv staff vi_female']"
4759,5th Anniv Wings VI,185 Spina,92 Mana,Base ATK: 150; INT %: 7; MATK %: 7; Magic Pierce %: 18; CSPD: 1000; Ailment Resistance %: 4; Base Stability %: 70; Additional Magic %: 130,,[NPC] Blacksmith : Zaldo; Sofya City: Blacksmith,Magic Device,"['appearance/magic device/5th anniv wings vi_male', 'appearance/magic device/5th anniv wings vi_female']"
4760,5th Anniv Knuckles VI,185 Spina,92 Metal,Base ATK: 210; AGI %: 7; MaxHP: 3000; Dodge %: 27; Short Range Damage %: 7; Base Stability %: 90; Reduce Dmg (Floor) %: 4; Absolute Dodge %: 12,,[NPC] Blacksmith : Zaldo; Sofya City: Blacksmith,Knuckles,"['appearance/knuckles/5th anniv knuckles vi_male', 'appearance/knuckles/5th anniv knuckles vi_female']"
4761,5th Anniv Halberd VI,185 Spina,92 Metal,Base ATK: 481; AGI %: 7; ATK %: 7; Stability %: 15; Accuracy %: 14; Attack MP Recovery: 18; Base Stability %: 60; Reduce Dmg (Meteor) %: 4,,[NPC] Blacksmith : Zaldo; Sofya City: Blacksmith,Halberd,"['appearance/halberd/5th anniv halberd vi_male', 'appearance/halberd/5th anniv halberd vi_female']"
4762,5th Anniv Katana VI,185 Spina,92 Metal,Base ATK: 120; DEX %: 7; Physical Pierce %: 15; Critical Rate: 27; Short Range Damage %: 7; Base Stability %: 70; Unsheathe Attack %: 13; Reduce Dmg (Bowling) %: 4,,[NPC] Blacksmith : Zaldo; Sofya City: Blacksmith,Katana,"['appearance/katana/5th anniv katana vi_male', 'appearance/katana/5th anniv katana vi_female']"
4763,5th Anniv Shield VI,185 Spina,92 Metal,Base DEF: 60; MaxHP %: 10; Physical Resistance %: 10; Magic Resistance %: 10; Guard Power %: 39; Guard Recharge %: 14; Fractional Barrier %: 15,,[NPC] Blacksmith : Zaldo; Sofya City: Blacksmith,Shield,"['appearance/shield/5th anniv shield vi_male', 'appearance/shield/5th anniv shield vi_female']"
4764,5th Anniv Sword VII,195 Spina,97 Metal,Base ATK: 327; STR %: 7; ATK %: 7; Magic Resistance %: 30; Critical Rate: 15; Attack MP Recovery: 15; Base Stability %: 80; Reduce Dmg (Floor) %: 6,,[NPC] Blacksmith : Zaldo; Sofya City: Blacksmith,1 Handed Sword,"['appearance/1 handed sword/5th anniv sword vii_male', 'appearance/1 handed sword/5th anniv sword vii_female']"
4765,5th Anniv Greatsword VII,195 Spina,97 Metal,Base ATK: 490; STR %: 7; Critical Rate: 25; Guard Power %: 15; Short Range Damage %: 7; Base Stability %: 70; Guard Break %: 15; Reduce Dmg (Meteor) %: 6,,[NPC] Blacksmith : Zaldo; Sofya City: Blacksmith,2 Handed Sword,"['appearance/2 handed sword/5th anniv greatsword vii_male', 'appearance/2 handed sword/5th anniv greatsword vii_female']"
4766,5th Anniv Bow VII,195 Spina,97 Wood,Base ATK: 196; DEX %: 7; Accuracy %: 30; Critical Damage: 14; Long Range Damage %: 7; Base Stability %: 60; Anticipate %: 15; Reduce Dmg (Bullet) %: 6; Attack Range (m): 10,,[NPC] Blacksmith : Zaldo; Sofya City: Blacksmith,Bow,"['appearance/bow/5th anniv bow vii_male', 'appearance/bow/5th anniv bow vii_female']"
4767,5th Anniv Bowgun VII,195 Spina,97 Wood,Base ATK: 261; DEX %: 7; ATK %: 7; Physical Pierce %: 20; ASPD: 1000; Base Stability %: 50; Absolute Accuracy %: 14; Reduce Dmg (Bowling) %: 6; Attack Range (m): 8,,[NPC] Blacksmith : Zaldo; Sofya City: Blacksmith,Bowgun,"['appearance/bowgun/5th anniv bowgun vii_male', 'appearance/bowgun/5th anniv bowgun vii_female']"
4768,5th Anniv Staff VII,195 Spina,97 Wood,Base ATK: 327; INT %: 7; MaxMP: 700; MATK %: 7; Physical Resistance %: 30; CSPD %: 50; Base Stability %: 60; Reduce Dmg (Bullet) %: 6,,[NPC] Blacksmith : Zaldo; Sofya City: Blacksmith,Staff,"['appearance/staff/5th anniv staff vii_male', 'appearance/staff/5th anniv staff vii_female']"
4769,5th Anniv Wings VII,195 Spina,97 Mana,Base ATK: 163; INT %: 7; MATK %: 7; Magic Pierce %: 20; CSPD: 1000; Ailment Resistance %: 6; Base Stability %: 70; Additional Magic %: 140,,[NPC] Blacksmith : Zaldo; Sofya City: Blacksmith,Magic Device,"['appearance/magic device/5th anniv wings vii_male', 'appearance/magic device/5th anniv wings vii_female']"
4770,5th Anniv Knuckles VII,195 Spina,97 Metal,Base ATK: 228; AGI %: 7; MaxHP: 3000; Dodge %: 30; Short Range Damage %: 7; Base Stability %: 90; Reduce Dmg (Floor) %: 6; Absolute Dodge %: 14,,[NPC] Blacksmith : Zaldo; Sofya City: Blacksmith,Knuckles,"['appearance/knuckles/5th anniv knuckles vii_male', 'appearance/knuckles/5th anniv knuckles vii_female']"
4771,5th Anniv Halberd VII,195 Spina,97 Metal,Base ATK: 523; AGI %: 7; ATK %: 7; Stability %: 15; Accuracy %: 15; Attack MP Recovery: 20; Base Stability %: 60; Reduce Dmg (Meteor) %: 6,,[NPC] Blacksmith : Zaldo; Sofya City: Blacksmith,Halberd,"['appearance/halberd/5th anniv halberd vii_male', 'appearance/halberd/5th anniv halberd vii_female']"
4772,5th Anniv Katana VII,195 Spina,97 Metal,Base ATK: 130; DEX %: 7; Physical Pierce %: 15; Critical Rate: 30; Short Range Damage %: 7; Base Stability %: 70; Unsheathe Attack %: 14; Reduce Dmg (Bowling) %: 6,,[NPC] Blacksmith : Zaldo; Sofya City: Blacksmith,Katana,"['appearance/katana/5th anniv katana vii_male', 'appearance/katana/5th anniv katana vii_female']"
4773,5th Anniv Shield VII,195 Spina,97 Metal,Base DEF: 66; MaxHP %: 11; Physical Resistance %: 11; Magic Resistance %: 11; Guard Power %: 39; Guard Recharge %: 14; Fractional Barrier %: 15,,[NPC] Blacksmith : Zaldo; Sofya City: Blacksmith,Shield,"['appearance/shield/5th anniv shield vii_male', 'appearance/shield/5th anniv shield vii_female']"
4774,5th Anniv Sword,75 Spina,37 Metal,Base ATK: 87; Base Stability %: 80; Potential: 27,,[Player] Smith Skill,1 Handed Sword,"['appearance/1 handed sword/5th anniv sword_male', 'appearance/1 handed sword/5th anniv sword_female']"
4775,5th Anniv Greatsword,75 Spina,37 Metal,Base ATK: 130; Base Stability %: 70; Potential: 27,,[Player] Smith Skill,2 Handed Sword,"['appearance/2 handed sword/5th anniv greatsword_male', 'appearance/2 handed sword/5th anniv greatsword_female']"
4776,5th Anniv Bow,75 Spina,37 Wood,Base ATK: 52; Base Stability %: 60; Potential: 27; Attack Range (m): 10,,[Player] Smith Skill,Bow,"['appearance/bow/5th anniv bow_male', 'appearance/bow/5th anniv bow_female']"
4777,5th Anniv Bowgun,75 Spina,37 Wood,Base ATK: 69; Base Stability %: 50; Potential: 27; Attack Range (m): 8,,[Player] Smith Skill,Bowgun,"['appearance/bowgun/5th anniv bowgun_male', 'appearance/bowgun/5th anniv bowgun_female']"
4778,5th Anniv Staff,75 Spina,37 Wood,Base ATK: 87; Base Stability %: 60; Potential: 27,,[Player] Smith Skill,Staff,"['appearance/staff/5th anniv staff_male', 'appearance/staff/5th anniv staff_female']"
4779,5th Anniv Wings,75 Spina,37 Mana,Base ATK: 43; Base Stability %: 70; Potential: 27,,[Player] Smith Skill,Magic Device,"['appearance/magic device/5th anniv wings_male', 'appearance/magic device/5th anniv wings_female']"
4780,5th Anniv Knuckles,75 Spina,37 Metal,Base ATK: 60; Base Stability %: 90; Potential: 27,,[Player] Smith Skill,Knuckles,"['appearance/knuckles/5th anniv knuckles_male', 'appearance/knuckles/5th anniv knuckles_female']"
4781,5th Anniv Halberd,75 Spina,37 Metal,Base ATK: 139; Base Stability %: 60; Potential: 27,,[Player] Smith Skill,Halberd,"['appearance/halberd/5th anniv halberd_male', 'appearance/halberd/5th anniv halberd_female']"
4782,5th Anniv Katana,75 Spina,37 Metal,Base ATK: 34; Base Stability %: 70; Potential: 27,,[Player] Smith Skill,Katana,"['appearance/katana/5th anniv katana_male', 'appearance/katana/5th anniv katana_female']"
4783,5th Anniv Sword II,110 Spina,55 Metal,Base ATK: 142; Base Stability %: 80; Potential: 32,,[Player] Smith Skill,1 Handed Sword,"['appearance/1 handed sword/5th anniv sword ii_male', 'appearance/1 handed sword/5th anniv sword ii_female']"
4784,5th Anniv Greatsword II,110 Spina,55 Metal,Base ATK: 213; Base Stability %: 70; Potential: 32,,[Player] Smith Skill,2 Handed Sword,"['appearance/2 handed sword/5th anniv greatsword ii_male', 'appearance/2 handed sword/5th anniv greatsword ii_female']"
4785,5th Anniv Bow II,110 Spina,55 Wood,Base ATK: 85; Base Stability %: 60; Potential: 32; Attack Range (m): 10,,[Player] Smith Skill,Bow,"['appearance/bow/5th anniv bow ii_male', 'appearance/bow/5th anniv bow ii_female']"
4786,5th Anniv Bowgun II,110 Spina,55 Wood,Base ATK: 113; Base Stability %: 50; Potential: 32; Attack Range (m): 8,,[Player] Smith Skill,Bowgun,"['appearance/bowgun/5th anniv bowgun ii_male', 'appearance/bowgun/5th anniv bowgun ii_female']"
4787,5th Anniv Staff II,110 Spina,55 Wood,Base ATK: 142; Base Stability %: 60; Potential: 32,,[Player] Smith Skill,Staff,"['appearance/staff/5th anniv staff ii_male', 'appearance/staff/5th anniv staff ii_female']"
4788,5th Anniv Wings II,110 Spina,55 Mana,Base ATK: 71; Base Stability %: 70; Potential: 32,,[Player] Smith Skill,Magic Device,"['appearance/magic device/5th anniv wings ii_male', 'appearance/magic device/5th anniv wings ii_female']"
4789,5th Anniv Knuckles II,110 Spina,55 Metal,Base ATK: 99; Base Stability %: 90; Potential: 32,,[Player] Smith Skill,Knuckles,"['appearance/knuckles/5th anniv knuckles ii_male', 'appearance/knuckles/5th anniv knuckles ii_female']"
4790,5th Anniv Halberd II,110 Spina,55 Metal,Base ATK: 227; Base Stability %: 60; Potential: 32,,[Player] Smith Skill,Halberd,"['appearance/halberd/5th anniv halberd ii_male', 'appearance/halberd/5th anniv halberd ii_female']"
4791,5th Anniv Katana II,110 Spina,55 Metal,Base ATK: 56; Base Stability %: 70; Potential: 32,,[Player] Smith Skill,Katana,"['appearance/katana/5th anniv katana ii_male', 'appearance/katana/5th anniv katana ii_female']"
4792,5th Anniv Sword III,145 Spina,72 Metal,Base ATK: 209; Base Stability %: 80; Potential: 38,,[Player] Smith Skill,1 Handed Sword,"['appearance/1 handed sword/5th anniv sword iii_male', 'appearance/1 handed sword/5th anniv sword iii_female']"
4793,5th Anniv Greatsword III,145 Spina,72 Metal,Base ATK: 313; Base Stability %: 70; Potential: 38,,[Player] Smith Skill,2 Handed Sword,"['appearance/2 handed sword/5th anniv greatsword iii_male', 'appearance/2 handed sword/5th anniv greatsword iii_female']"
4794,5th Anniv Bow III,145 Spina,72 Wood,Base ATK: 125; Base Stability %: 60; Potential: 38; Attack Range (m): 10,,[Player] Smith Skill,Bow,"['appearance/bow/5th anniv bow iii_male', 'appearance/bow/5th anniv bow iii_female']"
4795,5th Anniv Bowgun III,145 Spina,72 Wood,Base ATK: 167; Base Stability %: 50; Potential: 38; Attack Range (m): 8,,[Player] Smith Skill,Bowgun,"['appearance/bowgun/5th anniv bowgun iii_male', 'appearance/bowgun/5th anniv bowgun iii_female']"
4796,5th Anniv Staff III,145 Spina,72 Wood,Base ATK: 209; Base Stability %: 60; Potential: 38,,[Player] Smith Skill,Staff,"['appearance/staff/5th anniv staff iii_male', 'appearance/staff/5th anniv staff iii_female']"
4797,5th Anniv Wings III,145 Spina,72 Mana,Base ATK: 104; Base Stability %: 70; Potential: 38,,[Player] Smith Skill,Magic Device,"['appearance/magic device/5th anniv wings iii_male', 'appearance/magic device/5th anniv wings iii_female']"
4798,5th Anniv Knuckles III,145 Spina,72 Metal,Base ATK: 146; Base Stability %: 90; Potential: 38,,[Player] Smith Skill,Knuckles,"['appearance/knuckles/5th anniv knuckles iii_male', 'appearance/knuckles/5th anniv knuckles iii_female']"
4799,5th Anniv Halberd III,145 Spina,72 Metal,Base ATK: 334; Base Stability %: 60; Potential: 38,,[Player] Smith Skill,Halberd,"['appearance/halberd/5th anniv halberd iii_male', 'appearance/halberd/5th anniv halberd iii_female']"
4800,5th Anniv Katana III,145 Spina,72 Metal,Base ATK: 83; Base Stability %: 70; Potential: 38,,[Player] Smith Skill,Katana,"['appearance/katana/5th anniv katana iii_male', 'appearance/katana/5th anniv katana iii_female']"
4801,5th Anniv Sword IV,160 Spina,80 Metal,Base ATK: 242; Base Stability %: 80; Potential: 41,,[Player] Smith Skill,1 Handed Sword,"['appearance/1 handed sword/5th anniv sword iv_male', 'appearance/1 handed sword/5th anniv sword iv_female']"
4802,5th Anniv Greatsword IV,160 Spina,80 Metal,Base ATK: 363; Base Stability %: 70; Potential: 41,,[Player] Smith Skill,2 Handed Sword,"['appearance/2 handed sword/5th anniv greatsword iv_male', 'appearance/2 handed sword/5th anniv greatsword iv_female']"
4803,5th Anniv Bow IV,160 Spina,80 Wood,Base ATK: 145; Base Stability %: 60; Potential: 41; Attack Range (m): 10,,[Player] Smith Skill,Bow,"['appearance/bow/5th anniv bow iv_male', 'appearance/bow/5th anniv bow iv_female']"
4804,5th Anniv Bowgun IV,160 Spina,80 Wood,Base ATK: 193; Base Stability %: 50; Potential: 41; Attack Range (m): 8,,[Player] Smith Skill,Bowgun,"['appearance/bowgun/5th anniv bowgun iv_male', 'appearance/bowgun/5th anniv bowgun iv_female']"
4805,5th Anniv Staff IV,160 Spina,80 Wood,Base ATK: 242; Base Stability %: 60; Potential: 41,,[Player] Smith Skill,Staff,"['appearance/staff/5th anniv staff iv_male', 'appearance/staff/5th anniv staff iv_female']"
4806,5th Anniv Wings IV,160 Spina,80 Mana,Base ATK: 121; Base Stability %: 70; Potential: 41,,[Player] Smith Skill,Magic Device,"['appearance/magic device/5th anniv wings iv_male', 'appearance/magic device/5th anniv wings iv_female']"
4807,5th Anniv Knuckles IV,160 Spina,80 Metal,Base ATK: 169; Base Stability %: 90; Potential: 41,,[Player] Smith Skill,Knuckles,"['appearance/knuckles/5th anniv knuckles iv_male', 'appearance/knuckles/5th anniv knuckles iv_female']"
4808,5th Anniv Halberd IV,160 Spina,80 Metal,Base ATK: 387; Base Stability %: 60; Potential: 41,,[Player] Smith Skill,Halberd,"['appearance/halberd/5th anniv halberd iv_male', 'appearance/halberd/5th anniv halberd iv_female']"
4809,5th Anniv Katana IV,160 Spina,80 Metal,Base ATK: 96; Base Stability %: 70; Potential: 41,,[Player] Smith Skill,Katana,"['appearance/katana/5th anniv katana iv_male', 'appearance/katana/5th anniv katana iv_female']"
4810,5th Anniv Sword V,175 Spina,87 Metal,Base ATK: 277; Base Stability %: 80; Potential: 43,,[Player] Smith Skill,1 Handed Sword,"['appearance/1 handed sword/5th anniv sword v_male', 'appearance/1 handed sword/5th anniv sword v_female']"
4811,5th Anniv Greatsword V,175 Spina,87 Metal,Base ATK: 415; Base Stability %: 70; Potential: 43,,[Player] Smith Skill,2 Handed Sword,"['appearance/2 handed sword/5th anniv greatsword v_male', 'appearance/2 handed sword/5th anniv greatsword v_female']"
4812,5th Anniv Bow V,175 Spina,87 Wood,Base ATK: 166; Base Stability %: 60; Potential: 43; Attack Range (m): 10,,[Player] Smith Skill,Bow,"['appearance/bow/5th anniv bow v_male', 'appearance/bow/5th anniv bow v_female']"
4813,5th Anniv Bowgun V,175 Spina,87 Wood,Base ATK: 221; Base Stability %: 50; Potential: 43; Attack Range (m): 8,,[Player] Smith Skill,Bowgun,"['appearance/bowgun/5th anniv bowgun v_male', 'appearance/bowgun/5th anniv bowgun v_female']"
4814,5th Anniv Staff V,175 Spina,87 Wood,Base ATK: 277; Base Stability %: 60; Potential: 43,,[Player] Smith Skill,Staff,"['appearance/staff/5th anniv staff v_male', 'appearance/staff/5th anniv staff v_female']"
4815,5th Anniv Wings V,175 Spina,87 Mana,Base ATK: 138; Base Stability %: 70; Potential: 43,,[Player] Smith Skill,Magic Device,"['appearance/magic device/5th anniv wings v_male', 'appearance/magic device/5th anniv wings v_female']"
4816,5th Anniv Knuckles V,175 Spina,87 Metal,Base ATK: 193; Base Stability %: 90; Potential: 43,,[Player] Smith Skill,Knuckles,"['appearance/knuckles/5th anniv knuckles v_male', 'appearance/knuckles/5th anniv knuckles v_female']"
4817,5th Anniv Halberd V,175 Spina,87 Metal,Base ATK: 443; Base Stability %: 60; Potential: 43,,[Player] Smith Skill,Halberd,"['appearance/halberd/5th anniv halberd v_male', 'appearance/halberd/5th anniv halberd v_female']"
4818,5th Anniv Katana V,175 Spina,87 Metal,Base ATK: 110; Base Stability %: 70; Potential: 43,,[Player] Smith Skill,Katana,"['appearance/katana/5th anniv katana v_male', 'appearance/katana/5th anniv katana v_female']"
4819,5th Anniv Sword VI,185 Spina,92 Metal,Base ATK: 301; Base Stability %: 80; Potential: 45,,[Player] Smith Skill,1 Handed Sword,"['appearance/1 handed sword/5th anniv sword vi_male', 'appearance/1 handed sword/5th anniv sword vi_female']"
